0,4,0,0,0,20,0,13,13,21,8,2,14,15,3,3,9,11,7,13,0,6,3,24,6,2,1,16,8,1,12,2,19,2,41,10,1,11,24,2,14,14,30,48,1,0,0,0,1,0
0,0,0,0,0,0,13,18,0,3,4,1,17,35,0,15,17,4,13,26,0,0,1,26,0,7,1,12,8,0,0,11,0,6,8,5,5,8,1,6,0,15,16,60,0,1,1,5,0,0
0,0,0,1,0,3,4,43,14,8,15,2,0,14,10,0,15,7,4,17,4,7,18,6,10,2,34,5,12,13,7,2,10,0,3,28,4,15,19,2,7,4,14,23,0,0,0,0,0,0
0,45,0,0,31,0,0,15,2,21,11,30,24,11,4,15,17,21,6,6,21,9,13,7,10,5,3,44,22,0,17,7,8,31,22,41,10,19,13,3,11,10,48,20,0,8,0,0,0,0
0,0,0,0,0,0,0,36,18,0,0,2,7,3,25,15,2,0,0,5,38,9,1,15,0,2,1,27,4,3,11,0,0,0,14,6,0,13,2,0,12,0,21,30,0,0,9,0,0,0
0,0,0,0,0,0,24,11,2,4,20,31,4,35,18,8,29,5,18,0,0,8,4,20,5,7,0,18,6,11,19,7,6,0,4,10,5,18,6,4,5,0,15,0,0,0,0,0,0,0
0,0,0,3,25,12,0,7,0,13,6,13,60,14,26,18,0,4,4,12,11,2,10,19,4,8,12,31,15,13,13,11,10,3,16,0,24,13,27,9,1,14,2,15,0,0,2,0,3,0
0,0,0,0,0,28,2,160,3,13,2,27,15,8,18,2,1,3,8,7,5,2,2,18,8,5,8,9,21,7,10,5,2,2,47,19,6,12,0,0,5,0,11,7,0,0,23,0,0,0
0,0,12,3,12,7,11,0,0,7,2,5,4,22,18,3,10,4,5,13,13,1,0,6,12,1,13,15,2,0,5,3,0,3,14,4,18,7,9,4,4,4,16,39,0,0,3,1,0,25
0,0,0,0,43,0,25,45,7,16,0,21,2,43,29,3,2,0,0,6,1,24,0,4,0,1,13,25,0,0,5,0,6,4,12,11,3,4,0,27,8,20,53,3,0,0,0,7,0,0
0,20,0,0,0,5,38,31,8,15,14,2,2,30,5,14,4,13,3,11,2,5,10,12,10,6,3,14,8,7,13,14,4,10,12,25,21,11,10,5,4,19,12,9,2,1,1,0,0,0
0,0,0,0,103,0,63,28,12,27,0,47,21,13,16,31,6,4,10,20,15,1,18,7,0,9,10,22,12,1,9,6,1,0,15,2,9,14,34,6,13,11,87,58,4,9,10,0,4,1
0,0,6,0,0,0,0,26,34,9,22,44,4,90,44,1,27,0,12,16,27,1,12,3,29,0,1,22,1,0,10,21,8,0,52,3,3,9,10,4,26,18,0,17,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,9,2,82,4,4,4,0,2,8,3,1,2,7,5,9,0,7,6,13,10,0,0,0,8,2,6,23,0,1,4,4,8,7,2,0,4,0,1,0
0,15,0,0,0,6,11,2,52,20,6,18,2,23,10,0,13,3,5,14,6,2,2,21,5,4,17,25,9,9,25,9,4,9,17,2,11,15,0,5,13,1,15,43,2,3,1,2,0,0
0,0,0,0,13,9,0,39,6,3,27,4,15,49,37,18,21,3,21,47,20,8,9,22,8,6,11,15,2,7,9,8,2,5,13,11,11,33,5,19,44,14,0,37,4,1,1,1,0,0
0,0,0,0,0,0,2,5,23,4,11,4,2,3,10,9,6,14,4,7,6,4,3,7,4,2,0,8,4,3,5,5,4,30,30,20,10,15,8,8,5,9,2,18,0,0,0,0,0,5
5,0,0,0,0,34,3,8,15,17,2,17,4,42,0,0,19,0,0,5,1,2,0,0,10,4,10,0,0,4,9,2,3,10,6,0,4,28,4,9,3,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,23,1,0,0,0,13,0,1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,33,0,5,0,7,19,12,0,14,3,24,33,14,12,24,10,23,21,7,4,11,10,2,31,35,21,1,6,12,22,4,19,14,2,35,29,25,2,5,58,15,53,0,17,10,5,0,0
0,0,0,0,30,0,42,35,19,9,0,0,30,31,24,22,7,11,0,26,8,0,7,10,0,5,0,30,10,22,25,6,0,0,12,13,0,32,10,11,13,33,27,22,1,0,8,0,8,1
0,0,0,0,0,0,0,4,4,5,0,3,0,27,4,12,0,0,0,0,0,0,0,3,0,0,0,6,0,0,4,0,0,0,6,0,0,9,2,16,0,10,45,43,0,0,0,0,0,0
0,27,0,6,12,0,0,38,12,12,14,3,32,7,16,2,7,6,5,39,2,7,4,39,11,2,17,4,2,3,14,4,3,7,13,7,16,12,8,8,11,17,28,83,0,3,0,0,0,0
0,0,4,0,0,0,0,15,45,0,0,0,2,21,8,23,10,2,16,0,20,14,6,3,0,5,3,12,4,3,10,0,0,0,15,0,13,15,11,0,5,30,16,39,0,0,1,0,0,0
0,23,0,49,1,1,0,0,15,4,24,1,2,10,7,3,4,11,9,12,2,1,21,0,10,2,9,18,2,14,0,4,9,19,6,61,4,27,9,2,8,12,6,11,3,0,0,0,0,0
0,0,0,0,0,0,0,78,7,2,2,37,0,0,9,0,3,31,3,0,29,0,2,0,0,13,14,36,7,3,10,5,2,5,0,0,4,19,0,9,1,12,8,51,0,0,0,0,0,0
0,0,0,0,0,0,0,13,7,15,7,2,0,12,18,8,1,0,12,11,15,0,15,5,6,5,0,21,11,12,12,0,16,0,8,12,12,8,1,8,6,0,17,55,0,0,0,0,0,0
3,0,0,0,0,0,0,14,19,8,13,0,0,24,2,3,9,4,1,5,0,2,3,11,2,0,1,15,0,1,6,0,0,0,18,0,20,5,0,0,6,0,38,1,0,0,0,0,0,0
45,0,4,0,28,0,13,17,20,17,23,2,5,16,40,16,17,5,7,27,4,13,14,24,6,2,4,31,22,5,32,4,25,0,70,17,13,19,28,13,20,11,40,64,0,0,0,0,4,0
6,15,5,10,0,0,0,2,17,10,1,8,9,10,19,8,10,8,3,53,0,0,30,0,7,0,16,22,7,2,18,7,5,37,11,9,5,19,10,2,13,23,4,15,10,0,5,1,55,9
0,0,0,0,0,0,8,13,4,6,3,3,2,40,9,5,6,9,3,25,3,5,13,5,4,12,2,13,3,0,13,6,7,1,18,3,8,11,4,3,18,7,2,22,0,0,6,0,0,0
0,7,0,0,12,0,0,3,7,59,25,17,1,42,12,11,8,12,26,30,24,13,12,26,0,12,19,17,2,6,19,1,2,18,55,6,7,14,12,2,14,18,4,78,3,2,5,1,0,0
0,0,0,0,0,0,0,0,0,2,0,25,0,5,8,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,0,0,3,4,3,3,0,0,4,0,3,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,17,36,0,10,24,11,6,5,4,0,3,6,3,7,29,0,2,2,14,4,4,10,0,0,0,3,0,0,0,0,1,9,9,12,18,0,0,0,0,0,0
0,0,0,0,16,20,0,12,23,5,0,4,12,1,19,17,17,13,20,11,8,8,10,16,3,8,3,17,11,9,10,17,11,6,20,8,27,11,7,4,6,17,23,41,0,0,2,0,0,0
0,0,18,0,24,68,3,20,5,10,14,7,19,22,9,0,7,9,17,9,9,0,7,19,12,12,15,4,9,7,27,12,6,3,20,16,0,10,7,5,14,13,53,30,4,0,1,0,0,0
0,27,0,0,0,0,0,15,3,1,2,10,0,35,30,2,5,4,4,11,0,2,6,7,0,1,8,13,9,0,9,4,16,3,0,0,12,3,3,0,7,9,0,11,0,1,1,1,0,0
37,0,0,0,0,0,0,0,88,6,28,14,0,39,15,0,0,0,13,0,0,0,0,28,3,0,0,66,0,4,6,15,0,0,15,0,0,3,0,0,0,30,3,36,0,0,0,5,0,0
0,0,0,34,0,53,40,27,2,1,0,10,53,7,13,22,5,0,23,9,6,9,1,14,0,4,0,34,6,3,8,3,5,3,12,0,1,11,11,3,10,26,12,37,0,0,0,0,0,0
0,3,0,0,0,0,14,0,24,0,21,2,5,12,19,13,4,0,8,15,5,0,12,10,6,2,1,16,1,0,7,0,5,0,0,15,32,2,0,2,23,21,75,72,0,0,0,0,0,0
0,0,0,16,0,19,0,26,17,20,26,7,9,5,33,8,5,8,8,33,5,5,12,14,23,0,4,17,11,6,12,2,12,5,8,20,4,12,10,18,7,0,10,19,3,1,3,10,0,0
0,10,0,0,0,0,19,39,7,33,6,0,45,40,46,15,17,6,4,20,14,12,28,32,8,6,4,27,18,9,62,8,10,16,24,13,19,30,12,3,32,25,53,34,6,46,7,14,7,0
0,0,0,0,0,0,0,5,34,0,12,30,2,30,4,11,8,0,9,5,10,0,3,7,15,5,5,12,9,2,7,0,4,8,22,5,3,7,5,0,0,7,6,13,1,0,1,0,0,0
35,0,4,0,10,23,8,28,16,55,9,2,6,51,37,17,26,16,1,46,14,9,20,47,14,5,4,22,8,8,20,21,13,2,51,17,14,34,19,2,30,30,58,25,9,9,4,0,2,0
0,26,0,0,6,0,51,16,19,0,22,2,27,15,30,0,6,24,7,31,13,15,32,11,0,0,9,34,15,6,4,20,0,1,24,0,26,12,11,0,33,9,57,98,9,62,27,10,0,0
0,0,0,0,0,0,0,2,0,0,25,7,17,31,8,5,17,3,4,24,11,10,11,25,0,2,0,46,2,3,11,0,2,0,29,2,0,22,0,2,0,35,1,39,4,0,0,2,0,0
0,0,0,0,0,0,26,69,12,7,12,2,2,12,13,5,18,4,7,5,6,5,3,14,4,2,6,0,8,4,10,5,4,1,5,5,6,23,31,6,8,0,2,79,0,0,0,0,0,0
0,0,7,0,0,0,0,17,10,8,15,5,10,5,17,0,11,5,4,12,5,4,7,21,5,2,12,0,7,15,32,3,4,8,12,17,32,41,31,7,30,27,24,27,12,3,1,0,0,0
0,37,23,0,7,24,0,3,5,11,5,10,12,0,29,15,8,2,12,3,0,10,14,13,3,0,0,11,4,9,13,4,5,0,11,9,10,8,0,7,33,22,25,9,0,1,0,4,2,0
44,35,25,11,0,0,0,43,34,5,31,22,4,7,22,19,17,13,12,10,19,3,4,22,3,9,21,13,2,3,32,16,16,37,35,6,8,37,7,32,9,5,7,18,0,15,9,1,0,0
10,3,0,0,0,0,20,10,7,27,36,2,5,0,5,9,6,7,0,10,0,3,5,4,0,4,14,7,3,0,8,6,0,5,11,0,0,12,0,0,0,6,23,33,0,1,0,0,4,0
0,0,0,0,0,13,0,51,16,21,2,21,26,19,6,9,12,0,3,13,3,3,4,15,0,4,12,1,5,10,20,6,2,7,14,3,5,11,1,1,0,17,15,24,7,0,3,0,0,0
0,2,8,6,12,3,0,24,4,6,3,3,10,11,18,7,11,0,6,7,0,0,6,16,5,2,8,9,0,5,27,1,0,0,0,0,19,12,27,7,22,8,13,21,0,5,37,0,0,0
0,39,0,1,2,0,17,6,9,7,5,5,0,25,19,1,22,8,6,18,0,9,9,35,0,3,0,21,8,2,16,1,8,22,15,4,0,11,0,10,6,0,0,8,0,0,2,0,0,0
0,17,0,24,17,0,1,17,38,13,0,2,0,25,9,4,6,18,4,10,19,1,0,11,5,5,0,19,10,8,5,18,8,0,9,0,29,25,0,11,7,12,20,1,0,7,2,0,0,0
0,0,0,0,4,32,2,28,26,15,77,8,0,15,7,2,12,2,2,14,0,0,8,12,7,8,6,5,8,8,54,3,1,6,4,51,0,6,2,5,48,130,85,58,0,5,11,0,3,0
9,9,0,0,0,0,0,24,0,5,8,25,7,27,16,18,14,22,6,9,28,40,8,25,4,4,6,22,0,0,7,20,20,0,12,0,6,15,18,8,15,16,19,67,0,0,0,0,0,0
0,0,0,0,0,0,0,27,15,0,11,3,4,31,17,4,7,5,7,10,3,2,11,23,4,10,5,3,2,1,7,2,14,20,0,4,0,10,0,11,1,7,7,102,0,2,0,0,0,0
0,0,12,2,0,0,5,16,17,0,2,6,0,38,12,8,16,2,9,5,0,0,5,0,10,2,0,8,2,0,6,16,0,0,2,4,3,21,0,0,0,21,25,23,0,0,0,5,0,0
49,2,1,1,6,0,0,8,11,2,8,34,0,2,9,5,18,9,7,13,14,6,13,26,6,2,11,11,9,12,17,9,12,4,7,37,29,7,0,7,10,23,14,10,0,6,0,1,2,1
0,0,0,0,0,0,0,9,0,14,0,12,9,8,4,12,8,0,16,20,3,6,0,5,0,0,3,13,0,1,9,0,6,0,24,0,0,14,0,3,0,10,6,50,0,0,13,1,0,0
0,41,0,37,0,65,15,22,7,0,12,36,70,79,45,38,17,17,35,12,8,0,42,33,8,13,21,25,42,8,40,7,19,27,29,0,15,34,32,2,13,28,116,100,8,9,15,3,6,0
6,0,0,0,0,0,7,26,9,3,15,6,10,9,25,12,5,3,11,22,20,13,8,11,3,4,1,22,17,7,16,2,35,0,22,39,11,35,35,7,13,16,31,70,0,0,0,8,0,27
0,0,0,0,0,6,0,4,4,2,2,4,8,11,23,0,10,0,16,7,11,2,2,19,4,2,0,11,3,2,12,0,7,3,4,5,1,10,2,5,5,6,28,58,0,0,0,0,0,0
0,5,7,0,0,0,7,54,13,12,29,71,11,3,41,35,8,12,34,17,18,5,15,30,12,4,22,10,14,14,2,16,0,7,12,17,77,39,32,23,17,42,14,138,0,2,5,2,4,0
4,0,0,0,13,0,0,13,3,5,7,0,7,50,22,12,4,2,21,24,3,3,20,21,4,3,0,10,2,15,12,3,2,10,8,27,4,11,17,3,5,11,2,29,3,7,0,0,0,0
20,0,0,0,0,31,6,49,39,18,50,5,4,8,20,31,16,16,4,14,7,12,0,31,16,4,14,12,2,11,7,18,10,0,34,7,10,12,22,2,15,19,15,37,0,0,5,0,0,0
0,0,0,0,30,2,0,28,13,22,2,16,15,22,7,7,6,5,7,21,7,5,0,12,9,5,10,21,2,0,3,48,0,3,9,10,4,14,2,8,1,5,29,52,4,2,0,0,0,0
0,0,0,0,0,0,17,11,1,3,16,6,0,26,4,3,10,0,2,11,0,0,1,14,8,0,4,18,2,4,8,6,0,2,9,3,0,24,0,0,12,56,2,58,0,0,5,9,0,0
0,27,0,0,0,6,0,0,0,18,9,1,0,7,11,0,0,0,5,0,17,1,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,17,135,11,1,0,0,0
0,0,0,0,0,0,0,0,0,0,11,0,44,19,10,3,7,0,6,0,0,0,9,0,0,0,2,5,11,0,29,3,0,3,14,8,0,0,3,0,5,12,0,84,0,0,0,0,0,0
0,0,0,0,0,0,52,0,27,22,12,14,4,31,8,22,6,3,4,12,0,10,14,5,28,6,2,7,12,5,26,16,27,0,12,11,17,38,20,10,5,11,1,13,0,0,2,27,0,10
26,10,0,0,0,18,0,18,5,12,7,1,19,15,16,18,4,0,29,7,6,3,0,4,2,9,4,5,2,4,6,8,2,5,11,2,3,9,26,5,30,4,8,67,7,1,2,0,2,0
0,0,0,0,0,97,43,13,32,18,8,1,33,0,21,23,6,0,11,18,3,0,15,11,0,0,16,9,1,34,6,3,3,16,0,3,10,14,7,9,41,4,14,33,0,0,4,3,0,0
0,0,0,0,0,0,40,32,34,2,38,28,5,26,51,4,8,8,21,17,16,10,1,7,4,18,7,1,0,9,3,13,9,5,23,6,6,10,4,3,0,24,8,57,0,0,1,1,0,0
0,0,0,0,18,0,5,6,11,3,3,24,7,35,0,28,8,2,14,27,0,0,0,2,6,7,0,15,0,0,5,0,10,0,16,2,0,14,2,2,0,15,5,22,0,0,0,0,0,0
0,1,0,0,4,26,0,44,9,0,27,27,23,16,7,20,14,10,4,30,0,9,10,22,5,6,7,17,4,13,28,9,3,20,9,17,14,17,4,25,15,8,16,55,0,2,0,0,0,0
0,13,14,0,0,0,0,27,14,22,10,17,14,1,16,20,1,2,6,24,2,12,3,14,7,0,8,2,1,7,12,8,15,4,28,8,0,11,12,9,7,40,6,30,0,3,0,0,0,0
17,0,0,0,0,0,18,6,11,5,2,4,2,19,5,11,6,4,5,0,15,8,9,8,7,0,5,18,2,2,14,0,6,5,6,4,9,7,2,0,8,0,60,19,2,0,1,0,0,0
0,0,0,0,0,0,20,0,9,4,0,0,18,24,7,29,3,40,15,7,5,1,4,11,2,4,1,17,1,0,11,4,6,0,53,0,5,20,1,2,8,7,56,26,0,0,2,5,0,0
0,0,0,10,0,0,6,23,12,16,4,17,41,14,3,6,13,3,5,12,8,0,4,23,14,2,3,0,8,9,8,2,8,13,20,8,16,29,13,21,24,17,61,113,7,1,4,0,2,0
0,0,0,0,0,16,0,43,58,0,0,5,0,11,4,0,6,6,0,5,0,0,5,27,3,1,5,5,0,0,8,3,1,2,0,7,3,3,0,0,0,12,0,8,0,0,0,0,0,0
0,0,0,0,0,0,0,23,0,0,44,7,5,40,3,27,16,0,22,20,5,0,0,15,2,5,2,14,2,0,2,12,6,0,30,0,0,11,0,0,5,7,0,51,0,3,2,0,2,0
0,25,27,0,0,12,0,33,16,15,10,5,33,19,28,35,3,0,4,11,6,35,11,20,0,0,1,30,22,7,11,6,0,0,9,81,23,7,43,0,5,6,4,20,0,0,0,4,0,0
0,0,0,0,0,0,0,0,4,16,10,2,0,32,36,0,5,3,2,9,9,0,9,29,8,2,0,18,0,10,0,15,8,13,13,0,0,8,0,0,1,5,25,13,0,0,3,0,0,0
0,2,0,0,2,0,0,23,0,6,0,18,0,14,1,2,14,2,4,0,7,0,1,0,0,0,8,4,0,0,0,2,7,0,16,0,0,0,0,3,1,0,13,0,0,0,0,0,0,0
0,18,0,0,51,0,0,45,10,51,6,3,12,17,27,13,3,3,10,13,18,0,0,8,25,10,7,0,2,10,5,6,11,0,22,8,17,19,7,38,9,11,9,35,0,1,2,0,1,0
0,0,0,0,22,0,1,30,7,7,16,10,25,21,38,14,34,10,19,1,20,2,12,10,9,2,0,11,4,10,8,7,2,3,11,8,17,21,20,19,2,0,2,35,0,0,2,2,5,0
0,0,0,0,0,0,0,0,8,0,11,33,0,44,17,4,7,23,31,5,1,1,29,4,0,0,6,10,8,0,20,0,16,0,26,7,16,22,14,15,2,94,26,87,14,0,8,0,0,13
0,0,0,0,0,0,0,11,2,0,0,0,6,19,10,0,1,2,2,19,1,0,3,8,2,2,4,16,2,4,10,9,5,0,16,3,8,6,0,9,3,4,0,25,0,0,0,0,0,1
0,2,0,0,25,0,5,45,7,40,17,33,27,1,11,12,9,1,10,10,34,2,4,28,6,3,4,18,15,6,14,3,15,4,13,4,9,19,9,9,22,19,11,40,7,0,0,6,1,0
0,0,0,0,0,0,0,1,4,20,0,10,2,28,7,8,1,10,1,11,12,0,0,18,2,7,2,24,2,0,22,0,0,0,2,0,0,6,0,8,0,5,27,0,22,0,23,3,76,0
0,0,0,14,0,21,2,2,6,53,2,3,5,41,15,5,23,14,9,15,2,5,9,15,9,9,8,14,6,7,11,9,4,9,14,14,4,13,3,7,7,3,47,44,0,4,0,0,0,0
0,0,0,0,0,0,0,1,8,18,14,2,11,0,10,16,1,2,2,8,0,0,16,2,7,14,1,23,18,3,0,18,7,1,4,2,19,5,5,12,11,25,4,10,0,2,4,0,5,0
0,0,0,0,0,37,0,4,6,9,0,7,11,32,11,13,9,3,8,20,6,11,16,14,12,2,6,21,5,17,24,16,3,0,16,5,9,12,8,14,9,20,11,62,0,1,3,0,3,5
0,0,0,0,32,0,0,28,1,4,3,0,13,23,13,0,12,0,11,15,5,0,4,12,0,6,0,23,0,4,11,33,13,0,14,4,0,11,23,0,0,5,7,12,0,0,13,0,0,0
27,24,0,0,0,0,21,29,32,22,18,7,5,0,3,14,4,2,2,29,7,5,0,20,5,6,6,14,11,0,42,4,19,13,10,5,7,14,5,2,5,1,5,45,0,1,0,1,0,2
0,0,0,0,0,0,14,20,15,8,35,10,32,13,4,5,11,23,18,32,19,4,10,22,9,5,1,11,2,2,16,2,2,3,9,4,17,21,4,9,9,15,32,28,0,0,0,0,3,0
0,0,39,0,0,5,16,17,30,9,9,3,23,37,0,14,6,15,12,8,13,7,4,16,18,14,5,0,14,7,4,18,27,4,0,20,5,22,10,2,8,0,0,13,0,0,0,0,0,1
11,0,16,0,0,7,0,7,3,8,4,5,1,23,16,11,5,3,2,8,1,2,5,7,2,4,1,12,11,4,6,4,4,3,8,2,8,6,5,1,21,11,6,43,0,0,0,2,0,0
0,0,0,0,26,8,0,16,7,0,4,10,24,5,15,0,4,11,8,10,0,1,0,12,8,5,10,2,0,0,10,0,14,0,7,22,8,0,0,13,0,0,0,16,0,0,0,0,3,0
15,0,0,17,0,0,0,28,8,7,0,28,1,4,14,3,6,2,15,6,6,12,4,21,10,5,3,13,2,4,10,5,0,0,8,10,2,9,2,7,9,8,49,64,0,1,0,2,3,0
24,0,0,0,0,0,6,0,3,15,1,0,7,29,11,1,15,17,14,14,10,0,0,13,5,8,3,33,0,19,13,6,15,0,18,0,7,32,8,1,9,19,16,45,1,0,4,6,0,0
0,0,0,0,18,0,25,0,0,5,3,13,18,20,11,3,7,8,12,12,1,0,8,25,16,4,0,9,0,7,15,0,15,2,11,6,2,2,5,11,9,26,0,13,0,0,4,0,0,0
0,0,0,0,0,0,0,79,13,10,0,42,0,27,11,19,8,2,18,16,10,4,2,25,4,5,7,20,0,13,0,20,6,9,6,2,5,12,7,2,10,8,0,10,56,2,0,0,10,0
21,0,28,0,18,17,9,0,8,16,38,98,4,59,20,17,9,9,27,12,5,52,4,18,9,10,50,10,12,8,64,27,6,34,13,25,29,12,14,3,36,9,15,26,8,4,2,2,2,2
0,0,2,0,18,67,2,2,0,2,19,11,29,10,18,2,4,3,0,0,5,7,0,4,1,0,9,10,20,10,0,10,0,0,17,5,11,0,2,0,0,4,0,22,4,1,1,3,2,0
0,0,0,0,0,0,0,0,1,19,7,4,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,0,0,1,2,15,0,0,22,9,17,10,0,0,0,0,0,0
0,8,53,10,24,0,9,6,0,10,0,21,12,15,1,6,3,1,12,21,2,2,20,17,8,2,3,42,17,7,7,2,4,8,27,35,9,29,3,7,4,20,24,15,0,0,1,1,0,0
0,11,8,17,0,0,0,34,24,38,4,0,10,0,15,13,14,0,9,1,0,3,8,24,0,7,26,9,10,9,17,1,1,21,5,12,9,19,0,3,6,8,4,39,0,0,2,0,0,0
0,0,46,0,0,0,0,42,9,6,8,12,4,19,32,12,1,16,10,16,2,13,5,20,15,5,14,7,8,9,19,5,3,0,6,7,20,17,7,3,6,13,26,27,0,0,1,0,5,0
0,0,0,0,0,0,3,10,5,0,0,0,1,26,0,0,0,3,0,6,2,0,23,10,0,10,3,7,0,0,8,2,7,4,6,0,0,12,3,5,0,4,10,0,1,0,0,0,0,0
9,0,0,0,0,19,0,18,0,9,0,14,17,20,11,4,9,0,6,15,5,3,2,20,2,6,3,15,8,1,7,6,11,5,13,0,18,14,12,0,31,38,43,10,0,0,32,1,0,0
48,0,0,42,0,20,4,0,3,11,8,81,1,16,5,14,9,9,7,15,25,3,9,17,2,3,23,8,10,6,12,9,21,5,0,6,15,9,30,1,2,0,21,58,0,0,4,0,1,0
7,33,0,0,20,4,2,23,27,12,14,6,37,1,36,37,9,29,14,7,5,13,30,15,6,8,2,4,9,31,12,10,11,14,0,9,4,9,6,13,5,5,41,28,0,0,9,5,0,0
0,0,31,7,24,0,14,52,29,6,35,7,29,46,26,7,22,21,3,21,9,3,14,19,10,2,24,27,0,41,3,3,1,14,11,18,33,13,6,33,17,31,26,80,4,8,1,2,1,0
0,4,15,19,0,0,0,67,5,2,0,0,0,9,50,16,0,0,20,43,25,3,5,12,0,4,2,25,13,10,20,0,6,3,25,20,20,20,2,2,9,9,10,24,0,0,0,0,0,5
