0,0,21,8,15,3,15,11,0,9,5,11,0,0,14,0,0,0,12,0,14,7,0,3,0,0,0,0,0,0,0,0,12,0,21,0,8,21,0,25,4,15,0,0,0,0,22,6,0,0,20,0,5,15,13,15,0,0,17,2,11,0,22,0,21,0,0,18,0,4,0,0,0,2,2,11,1,1,0,0,0,0,0,0,0
0,0,27,8,16,32,0,46,0,0,16,8,18,0,30,1,0,0,15,3,0,18,13,17,25,20,0,9,0,6,0,15,0,5,0,16,0,6,13,3,24,25,7,0,24,0,18,12,40,7,0,6,4,0,20,5,13,0,0,8,24,7,17,6,10,20,30,0,18,0,0,0,0,0,3,13,9,0,0,0,0,0,0,0,0
0,0,68,39,5,28,4,24,9,14,33,0,42,0,47,0,0,0,8,26,16,11,3,19,6,12,9,1,29,9,7,8,0,0,11,5,1,31,11,0,17,3,15,10,3,0,2,29,3,7,0,0,37,14,0,3,14,0,0,16,8,16,1,27,4,2,30,0,16,0,0,47,4,3,0,0,8,20,1,0,0,0,0,2,0
0,0,35,15,28,22,17,4,0,6,25,23,11,24,1,0,0,7,0,18,0,32,0,27,10,0,12,0,0,18,0,10,0,0,8,15,0,0,17,21,4,5,7,0,0,0,0,25,16,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,11,15,0,0,11,0,0,3,0
0,0,0,22,18,11,8,6,0,8,3,0,13,16,0,0,0,28,19,4,12,27,13,7,7,10,0,0,19,4,0,17,3,4,0,17,0,0,14,16,10,12,9,0,0,0,0,17,32,4,0,23,4,6,15,6,3,0,14,0,0,15,10,11,39,4,5,0,15,0,3,0,0,0,0,25,5,0,0,0,0,0,0,0,0
0,0,31,64,22,55,5,71,2,17,5,21,48,100,9,0,22,40,32,7,10,134,38,88,4,0,23,19,76,0,26,0,3,6,0,30,0,24,3,30,14,27,18,0,0,18,30,13,75,28,0,10,18,7,23,25,0,0,39,6,18,49,32,16,27,102,9,0,48,22,4,0,3,33,17,73,208,6,10,2,4,0,42,3,9
0,0,25,30,0,11,40,0,0,6,32,8,21,29,3,0,0,1,18,11,21,10,28,35,30,0,18,0,12,0,0,14,0,3,14,0,4,0,21,0,21,23,34,0,8,0,47,26,109,38,0,0,20,0,17,1,17,0,0,14,9,22,11,5,4,20,61,0,15,0,1,0,0,4,41,120,96,18,0,0,0,0,0,0,5
0,0,11,39,14,8,25,37,0,13,56,6,36,0,15,3,4,11,32,63,115,28,76,91,29,0,29,0,10,27,27,36,2,0,8,12,58,12,12,57,16,27,0,6,63,8,67,65,150,33,22,2,8,26,7,33,6,24,14,47,38,13,75,0,51,87,6,29,0,3,2,4,6,41,4,32,144,0,3,17,2,7,89,0,3
0,0,62,18,14,8,13,10,0,8,12,18,8,10,8,0,0,1,9,8,6,21,9,18,14,0,22,3,27,3,14,4,0,0,10,15,0,9,4,19,20,0,14,0,0,0,0,19,6,1,0,10,4,10,12,10,4,0,16,7,0,19,7,4,10,16,0,14,4,0,4,0,0,0,0,12,8,16,0,0,0,0,40,0,0
0,0,24,13,29,21,2,29,0,0,23,1,15,0,44,30,10,6,21,8,18,24,2,24,21,11,11,7,23,7,1,7,6,4,20,32,2,8,24,21,34,5,15,1,3,4,15,23,40,47,2,3,34,3,7,31,13,16,11,13,9,40,10,23,25,52,44,14,25,4,8,6,3,8,11,45,62,7,4,4,18,10,27,1,0
0,0,0,0,0,51,0,25,0,0,18,0,13,0,0,0,4,0,4,13,0,0,12,19,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,23,0,0,0,11,0,0,0,0,0,63,108,8,7,23,0,10,0,0,0,0,0,0,0
0,0,0,23,22,17,16,8,0,8,10,14,11,0,18,0,0,1,17,1,6,18,9,16,0,21,0,13,13,4,0,19,2,0,5,13,0,0,25,16,5,0,14,0,0,0,24,33,0,0,0,0,21,0,22,0,5,0,0,26,19,11,8,17,3,5,24,0,15,3,6,2,0,0,32,27,15,10,0,0,0,0,16,0,0
0,0,35,21,77,22,13,42,13,10,4,15,33,0,19,0,0,22,9,10,39,46,3,16,0,18,4,9,21,0,13,4,0,5,9,11,0,29,8,0,43,3,47,0,3,0,33,4,28,0,0,16,4,17,15,9,19,0,15,26,8,17,20,8,21,7,5,14,4,3,4,0,0,3,13,37,15,0,0,0,0,0,0,0,0
0,36,45,18,39,44,112,34,2,21,26,0,41,30,16,0,10,14,7,49,10,67,0,0,50,7,29,0,64,16,18,7,2,11,0,30,0,0,26,10,28,9,30,0,0,2,21,13,44,2,0,0,13,16,17,14,21,0,33,0,31,3,29,0,0,0,2,21,0,2,6,0,0,2,0,7,0,0,4,4,2,5,24,0,7
0,0,0,17,4,0,15,6,4,11,12,0,4,0,10,14,0,0,6,21,0,22,16,0,3,0,23,0,0,2,0,6,3,0,0,14,0,0,18,6,12,0,0,0,0,3,0,5,35,4,0,0,0,0,18,5,0,0,0,6,8,14,3,2,0,15,14,0,9,0,0,0,4,5,13,39,8,25,0,0,0,0,12,0,0
0,0,41,36,23,5,20,21,0,27,29,12,10,13,10,0,28,26,14,15,36,11,37,90,8,16,6,10,29,5,12,7,0,0,13,6,0,24,2,31,4,65,6,13,0,2,19,5,77,26,0,13,0,20,22,40,6,0,13,11,20,8,31,4,25,51,6,14,0,26,7,0,0,0,4,25,121,0,0,0,0,0,17,0,0
0,0,0,52,7,46,5,28,0,27,28,4,36,15,0,0,0,5,0,36,41,16,22,98,49,11,9,0,0,0,4,30,0,0,15,33,0,0,27,4,19,10,0,0,5,27,0,55,54,45,0,0,28,4,31,0,0,0,6,30,0,36,8,13,17,18,80,0,11,0,1,0,3,0,36,8,106,6,0,0,0,0,4,1,4
0,0,38,77,10,18,14,14,64,17,11,2,25,9,26,4,0,0,8,24,8,17,9,26,5,14,8,17,57,32,0,4,0,0,14,13,0,0,27,17,15,6,10,6,4,33,7,42,6,6,0,0,25,1,12,6,9,5,0,14,0,38,21,4,0,0,0,0,11,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0,0,49,13,24,5,27,4,3,10,0,13,7,14,0,0,15,9,17,13,21,51,61,24,7,18,15,0,0,0,17,1,14,14,7,0,0,25,26,15,0,17,0,0,0,29,65,48,39,0,0,32,0,13,22,14,0,0,18,7,14,6,16,2,54,16,0,15,0,2,0,0,0,12,19,54,27,0,0,0,2,0,0,0
0,31,21,19,25,43,0,17,0,23,31,5,37,0,11,4,0,28,7,26,0,5,7,18,24,7,0,15,4,5,14,9,22,4,15,5,10,9,0,22,5,13,0,3,0,3,26,0,11,0,12,9,0,22,0,28,0,2,6,0,24,0,30,0,33,16,0,9,2,5,0,2,0,5,4,22,96,0,0,0,0,5,19,0,16
0,25,30,19,31,14,17,12,0,0,15,0,25,17,7,12,8,2,10,10,56,1,0,0,0,6,17,13,19,0,19,6,2,0,20,5,12,17,0,15,6,8,16,0,9,8,13,17,0,0,0,0,15,3,28,17,0,0,24,2,0,14,19,0,5,0,0,16,9,0,2,56,4,16,2,18,0,0,0,0,2,7,2,3,4
30,0,0,5,21,0,33,22,0,14,20,25,0,30,5,0,0,14,17,7,0,18,5,57,5,11,10,0,14,0,0,14,0,0,0,21,0,6,15,38,2,0,28,0,0,0,27,6,34,30,2,9,17,0,24,9,23,2,0,26,8,21,7,12,0,2,41,14,10,0,6,0,0,0,0,15,4,0,0,2,0,0,9,0,8
0,0,23,29,10,28,16,4,9,24,8,18,20,21,11,0,8,0,41,0,11,40,5,26,34,35,0,20,0,4,28,16,6,12,0,0,0,30,10,24,13,20,11,1,4,1,0,16,50,4,0,5,14,15,7,16,0,2,9,10,25,7,37,10,11,27,5,9,8,0,6,0,1,1,0,21,41,0,0,0,0,1,1,0,5
0,0,0,74,14,25,1,35,24,39,9,0,37,9,22,0,0,0,24,55,5,77,1,52,0,0,16,1,35,0,20,31,2,5,16,17,0,0,21,37,53,7,22,0,0,0,4,38,45,2,18,15,5,0,26,11,18,0,15,31,21,6,12,6,6,22,0,0,7,1,0,0,0,0,18,10,6,1,0,0,0,0,18,0,0
0,0,52,74,38,48,13,17,14,18,19,16,18,0,29,0,20,16,13,0,26,41,1,20,0,1,12,0,29,0,12,9,0,0,0,34,0,33,0,40,7,0,18,0,12,0,17,5,9,0,0,14,0,0,20,6,4,0,0,17,0,17,4,28,0,13,1,21,0,0,2,0,0,4,52,0,11,0,0,0,0,0,2,0,6
0,0,53,0,68,8,10,12,0,9,4,18,14,8,4,0,0,20,25,0,10,6,10,78,8,0,10,0,4,0,11,4,7,5,25,0,5,17,4,2,14,15,12,0,0,0,7,4,0,0,0,0,24,0,17,0,0,0,0,19,0,16,3,20,0,38,13,0,13,0,11,0,0,2,0,8,43,0,0,2,0,9,21,2,2
0,0,25,10,9,1,25,10,0,36,6,15,2,38,17,3,0,0,32,0,15,0,30,4,0,13,0,13,12,0,14,0,0,5,13,4,0,11,0,21,0,22,0,0,0,0,14,9,9,5,0,13,0,15,4,7,0,0,19,0,15,0,12,0,12,22,14,25,0,1,0,0,0,0,0,19,10,0,0,0,0,2,11,0,0
7,0,5,43,44,7,7,69,24,0,24,25,15,15,10,12,1,47,21,4,31,21,23,74,23,17,0,11,6,14,15,13,3,8,11,6,0,21,5,56,0,12,18,0,0,4,21,10,24,39,0,22,0,20,9,37,6,19,0,0,24,0,20,14,0,22,19,23,1,7,6,0,0,10,25,57,16,4,0,0,0,0,11,1,7
0,0,0,0,74,5,0,13,0,0,5,6,15,0,24,0,0,0,0,13,0,13,0,31,0,0,8,0,27,0,0,5,0,0,0,8,4,0,1,0,22,0,6,5,0,0,0,8,29,17,0,0,11,1,19,0,21,0,0,16,0,5,4,10,0,33,7,0,12,0,3,0,0,0,0,0,19,2,0,0,0,0,0,0,0
27,0,0,21,22,37,30,19,12,9,25,5,0,11,12,6,0,18,0,7,12,14,63,21,24,9,12,11,4,1,8,0,0,10,13,1,3,4,14,12,10,5,0,2,34,65,9,9,33,20,0,9,0,5,4,17,1,2,13,27,30,4,22,0,15,18,6,10,6,2,0,0,0,0,24,59,28,27,0,2,0,1,43,41,49
0,0,19,28,19,8,7,26,0,28,3,28,0,30,5,0,0,22,0,0,26,7,6,43,0,15,0,19,11,9,12,0,3,0,24,4,16,0,0,27,7,25,8,0,0,7,22,18,48,0,0,18,0,19,3,23,0,0,21,0,38,0,20,0,15,26,10,16,0,6,2,0,0,0,24,34,32,1,0,0,0,0,0,0,0
0,0,0,49,6,33,32,11,0,12,17,4,23,2,23,0,0,7,27,9,18,25,0,36,40,0,26,14,20,5,22,0,0,0,12,16,0,1,25,15,25,6,20,0,0,0,18,41,85,66,0,4,21,26,17,21,8,0,20,4,0,24,40,4,0,13,32,3,21,6,14,3,2,18,3,24,20,2,0,0,0,3,59,0,8
0,1,0,77,0,68,0,17,5,0,35,0,27,24,24,5,0,0,0,119,6,30,29,9,0,0,34,0,41,0,37,0,0,0,31,0,0,0,55,3,27,21,27,0,0,0,0,28,50,27,0,0,26,0,27,0,18,0,1,20,0,38,0,39,0,0,21,0,25,0,10,0,0,11,0,93,19,62,0,0,0,0,9,0,4
0,12,6,22,13,6,5,9,7,8,5,7,9,1,12,0,2,6,18,13,1,8,7,59,0,2,13,0,13,0,4,18,0,3,0,21,0,0,13,2,12,0,14,0,5,0,8,4,15,51,0,9,0,0,13,13,2,0,17,0,18,0,13,1,2,20,22,0,13,10,0,0,0,10,0,14,75,1,0,0,0,4,2,0,0
0,0,0,15,32,6,0,37,0,0,13,9,19,3,18,0,0,2,16,5,0,22,3,3,15,0,10,11,3,0,0,12,0,0,20,4,0,11,4,30,0,12,0,0,0,0,10,4,16,14,0,6,7,4,19,19,0,0,4,4,16,0,2,9,3,0,0,0,10,0,0,0,0,0,11,10,40,1,0,0,0,2,2,0,0
0,0,0,83,1,23,0,24,0,10,17,1,21,0,24,0,0,12,18,7,7,23,0,2,0,10,16,0,47,6,8,9,0,5,13,7,0,11,13,21,26,22,7,1,7,0,24,7,19,0,0,10,6,19,10,19,15,0,6,19,10,22,9,11,0,6,6,13,14,0,8,0,0,0,0,2,34,0,0,0,0,4,9,3,10
0,0,64,5,19,16,25,4,0,21,4,16,5,20,5,4,0,6,15,1,22,6,0,79,3,15,1,0,37,0,0,16,0,0,7,19,0,12,5,17,11,8,10,0,0,0,0,27,7,16,0,15,0,0,19,0,15,0,0,12,6,13,2,11,2,5,42,0,16,0,4,0,0,5,0,2,0,6,0,0,0,0,13,0,0
5,6,14,15,22,16,10,23,0,0,32,17,6,0,35,0,0,0,0,37,25,37,0,10,5,0,5,0,10,6,46,5,0,5,0,20,5,0,21,39,21,0,22,0,0,6,40,10,39,28,0,0,15,0,17,1,10,0,0,39,14,0,7,13,4,33,14,13,0,0,3,0,0,8,7,12,42,18,0,0,0,0,12,0,2
0,0,0,89,0,29,0,27,0,0,11,0,28,4,19,0,0,0,0,6,5,16,0,0,15,0,10,4,17,0,0,11,0,0,0,43,0,0,12,0,24,22,7,0,0,15,7,43,13,26,0,0,12,0,0,7,27,0,0,8,5,0,14,18,11,6,18,0,5,0,7,0,0,2,12,17,2,2,0,0,2,0,12,0,2
0,0,36,16,29,22,5,25,0,31,10,13,13,1,20,5,0,2,3,32,4,22,1,0,55,0,26,0,58,1,0,12,0,6,1,19,23,0,5,7,21,2,25,2,0,8,6,16,6,27,0,16,1,4,23,8,21,1,11,14,1,22,3,11,9,2,26,5,8,19,18,0,4,0,0,16,5,32,0,9,0,0,12,0,0
